# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,density,density_error_max,density_error_min
Kepler-434 b,Confirmed,2.86,0.35,0.35,,,,1.13,0.18,0.26,12.877099000000001,5e-05,5e-05,0.1143,0.003,0.003,0.131,0.07200000000000001,0.07200000000000001,86.46,0.74,0.38,,2015.0,2016-12-26,,,,,,,,,,2455003.02283,0.00042,0.00042,,,,,,,0.9790000000000001,0.031,0.031,,,,221.0,23.0,23.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI-614 b,,Kepler-434,293.58637084,42.928911139200004,,,,,,1240.0,120.0,120.0,0.25,0.14,0.14,1.198,0.09300000000000001,0.09300000000000001,1.38,0.13,0.13,,4.0,1.7,1.7,5977.0,95.0,95.0,,,KOI-614,0.47319712069831116,0.36622107993297287,0.28029314201100475
Kepler-435 b,Confirmed,0.84,0.15,0.15,,,,1.99,0.18,0.18,8.600153599999999,1.8000000000000001e-06,1.8000000000000001e-06,0.0948,0.0018,0.0018,0.114,0.077,0.077,85.51,0.52,0.52,,2012.0,2016-12-26,,,,,,,,,,2455010.64241,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,KOI-680 b,,Kepler-435,292.2875,43.1972222,14.0,,,,,2070.0,200.0,200.0,-0.18,0.11,0.11,1.538,0.08800000000000001,0.08800000000000001,3.21,0.3,0.3,,2.25,0.42,0.42,6161.0,94.0,94.0,,,KOI-680,0.025446698695846356,0.0078898926257992,0.0078898926257992
Kepler-447 b,Confirmed,1.37,0.48,0.48,1.37,0.48,0.48,1.65,0.59,0.59,7.79430132,1.82e-06,1.82e-06,0.0769,0.0062,0.0079,,,,86.55,0.24,0.32,,2015.0,2015-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-447,285.26666666799997,48.56000001899999,12.5,,,,,,,,0.07,0.05,0.05,1.0,0.21,0.21,1.03,0.16,0.16,,,,,5493.0,62.0,62.0,,,,0.07280817164567882,0.08556567379088185,0.08556567379088185
Kepler-539 b,Confirmed,0.97,0.29,0.29,,,,0.747,0.016,0.016,125.63243,0.0007099999999999999,0.0007099999999999999,0.4988,0.0054,0.0054,0.0,0.0,0.39,89.845,0.086,0.086,,2015.0,2016-05-24,,,,,,,,,,,,,,,,,,,,,,,,,132.3,6.3,6.3,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KOI-372 b,,Kepler-539,299.120833343,41.866666684,12.5,,,,,,,,-0.01,0.07,0.07,1.048,0.045,0.045,0.9520000000000001,0.02,0.02,G2V,1.1,0.7,0.1,5820.0,80.0,80.0,,,,0.5555476559807127,0.16501632596273813,0.16501632596273813
MASCARA-1 b,Confirmed,3.7,0.9,0.9,,,,1.5,0.3,0.3,2.14878,8e-06,8e-06,0.043,0.005,0.005,0.0,,,87.0,3.0,2.0,,2017.0,2017-08-09,,,,,,,,,,2457097.278,0.002,0.002,,,,69.5,3.0,3.0,0.2,0.1,0.1,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit, HD 20158 b,,MASCARA-1,317.55155167099997,10.7388750191,8.3,,,,,188.7,10.7,10.7,0.0,,,1.72,0.07,0.07,2.1,0.2,0.2,A8,1.0,0.2,0.2,7554.0,150.0,150.0,,,HD 201585,0.261721461973339,0.2830950453102818,0.2830950453102818
NGTS-1 b,Confirmed,0.812,0.025,0.066,,,,1.33,0.33,0.61,2.647298,0.0002,0.0002,0.0326,0.0047,0.0047,0.016,0.012,0.023,82.8,2.3,2.3,,2017.0,2017-10-31,,,,,,,,,,2457720.65939,0.00067,0.00067,,,,,,,0.9948,0.08800000000000001,0.13,,,,166.0,12.0,12.0,790.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-1,82.71666668399999,-36.630833357,,,,,,224.0,44.0,37.0,0.0,,,0.617,0.062,0.023,0.573,0.077,0.077,M05,,,,3916.0,63.0,71.0,,,,0.08239720819060845,0.1135039553361635,0.061367842744778536
NGTS-2 b/ WASP-179 b,Confirmed,0.67,0.08900000000000001,0.08900000000000001,,,,1.536,0.062,0.062,4.5111204,1.8000000000000001e-06,1.8000000000000001e-06,0.0584,0.0011,0.0011,0.0,0.0,0.14,87.66,0.73,0.73,,2018.0,2018-09-24,,,,,,,,,,2457501.99114,0.0005,0.0005,,,,,,,0.317,0.08900000000000001,0.08900000000000001,,,,69.1,8.9,8.9,1638.0,29.0,29.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,NGTS-2 b,,TYC 7282-1298-1,215.12500001,-31.20194445,10.96,,,,,360.3,7.8,8.3,-0.06,0.09,0.09,1.64,0.22,0.19,1.702,0.044000000000000004,0.047,F5V,2.17,0.37,0.37,6478.0,89.0,94.0,,,,0.04413798942813024,0.006633147789196501,0.006633147789196501
NGTS-3A b,Confirmed,2.38,0.26,0.26,,,,1.48,0.37,0.37,1.6753727999999999,3e-06,3e-06,0.023,0.0046,0.0065,0.0,,,89.56,0.48,0.31,,2018.0,2018-08-16,,,,,,,,,,2457620.1679,0.00095,0.00095,,,,,,,0.05,0.035,0.055,,,,404.0,35.0,35.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,NGTS-3A,94.444801,-35.706394,14.6,,,,,1010.0,150.0,150.0,0.12,0.15,0.15,1.0170000000000001,0.09300000000000001,0.09300000000000001,0.93,0.23,0.23,G9V,,,,5570.0,140.0,140.0,,,,0.17526823029918834,0.13912588545323654,0.13912588545323654
Qatar-1 b,Confirmed,1.294,0.049,0.05,,,,1.143,0.025,0.026000000000000002,1.42002504,7.1e-07,7.1e-07,0.02332,0.00032,0.0004,0.0,,,84.08,0.15,0.16,,2010.0,2018-08-15,,,,,,,,,,2456234.103218,6e-06,6e-06,,,,351.6,7.1,7.1,0.645,0.011000000000000001,0.01,,,,261.6,5.5,5.5,,,,,,,,,,Submitted to a professional journal,Primary Transit,Radial Velocity,Primary Transit,,,Qatar-1,303.3833333,65.1619444,12.84,,,,10.4,187.0,0.5,0.5,0.171,0.094,0.09699999999999999,0.838,0.016,0.016,0.8029999999999999,0.01,0.01,K,,,,5013.0,88.0,93.0,,,,0.20687450684995953,0.01750126318680181,0.016941701203285173
Qatar-4 b,Confirmed,5.85,0.47,0.47,,,,1.5519999999999998,0.057,0.057,1.8053949,9.9e-06,9.9e-06,0.028610000000000003,0.00047999999999999996,0.00047999999999999996,,,,88.82,1.2,1.2,,2016.0,2016-09-18,,,,,,,,,,2457323.65441,0.00098,0.00098,,,,,,,0.114,0.11,0.11,,,,1004.0,71.0,71.0,1570.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Qatar-4,4.858333342,44.02750000899999,13.6,,,,,,,,0.10300000000000001,0.081,0.081,0.8959999999999999,0.063,0.063,0.8490000000000001,0.063,0.063,K,0.17,0.01,0.01,5215.0,50.0,50.0,,,UCAC3 269-003518,0.3735873016590133,0.1803462365653662,0.1803462365653662
Qatar-6 b,Confirmed,0.6679999999999999,0.066,0.066,,,,1.062,0.07,0.07,3.506189,2e-05,2e-05,0.0423,0.0004,0.0004,0.0,,,86.01,0.14,0.14,,2017.0,2017-12-11,,,,,,,,,,2457784.0327,0.00049,0.00049,,,,,,,0.878,0.016,0.016,,,,101.6,9.6,9.6,1006.0,18.0,18.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Qatar-6,222.20833335,22.152500005,11.4,,,,,101.0,6.0,6.0,-0.025,0.09300000000000001,0.09300000000000001,0.8220000000000001,0.021,0.021,0.722,0.02,0.02,K2V,1.0,0.5,0.5,5052.0,66.0,66.0,,,,0.1331417628656427,0.027755236668566403,0.027755236668566403
WASP-102 b,Confirmed,0.624,0.045,0.045,,,,1.2590000000000001,0.016,0.016,2.709813,4e-06,5e-06,0.0401,0.0004,0.0004,,,,89.73,0.145,0.19,,2016.0,2016-08-16,,,,,,,,,,2456510.5872,0.0002,0.0002,,,,,,,0.03,0.02,0.05,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-102,336.464362517,15.856747244600001,12.73,,,,,,,,0.09,0.19,0.19,1.167,0.035,0.035,1.331,0.012,0.013000000000000001,G0,0.6,0.3,0.5,5940.0,140.0,140.0,,,,0.07464810547395828,0.004402690253860994,0.004402690253860994
WASP-105 b,Confirmed,1.8,0.1,0.1,,,,0.96,0.03,0.03,7.87288,1e-05,1e-05,0.075,0.03,0.03,0.0,,,89.7,0.2,0.2,,2017.0,2017-01-17,,,,,,,,,,2456600.0765,0.0002,0.0002,,,,,,,0.1,0.08,0.08,,,,194.0,3.0,3.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-105,24.16666668,-50.658888909,12.1,,,,,,,,0.28,0.16,0.16,0.89,0.09,0.09,0.9,0.03,0.03,K2,,,,5070.0,130.0,130.0,,,,0.4857023409786846,0.06657677473093208,0.06657677473093208
WASP-107 b,Confirmed,0.12,0.01,0.01,,,,0.94,0.02,0.02,5.72149,2e-06,2e-06,0.055,0.001,0.001,0.0,,,89.7,0.2,0.2,,2017.0,2017-02-17,,,,,,,,,,2456514.4106,0.0001,0.0001,,,,90.0,50.0,50.0,0.09,0.07,0.07,,,,17.0,2.0,2.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-107,188.387500011,-10.146111123999999,11.6,,,,,,,,0.02,0.1,0.1,0.69,0.05,0.05,0.66,0.02,0.02,K6,,,,4430.0,120.0,120.0,,,,0.03449126127705466,0.002228424240899394,0.002228424240899394
WASP-108 b,Confirmed,1.167,0.091,0.092,1.167,0.091,0.091,1.215,0.04,0.04,2.6755463,2.1000000000000002e-06,2.1000000000000002e-06,0.0397,0.001,0.001,0.0,,,88.49,0.84,0.84,,2014.0,2014-10-29,,,,,,,,,,2456413.79019,0.00015,0.00015,,,,,,,0.19,,,,,,117.8,3.5,3.5,1590.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-108,195.829166673,-49.63972224,11.2,,,,,220.0,0.115,0.115,0.05,0.11,0.11,1.167,0.092,0.092,1.215,0.04,0.04,F9,4.6,1.9,1.9,6000.0,140.0,140.0,,,,0.155329309964787,0.020965780728338893,0.02086021775890749
WASP-109 b,Confirmed,0.91,0.13,0.13,0.91,0.13,0.13,1.443,0.053,0.053,3.3190233,4.2000000000000004e-06,4.2000000000000004e-06,0.0463,0.0011,0.0011,0.0,,,84.28,0.19,0.19,,2014.0,2016-01-10,,,,,,,,,,2456361.19263,0.00022999999999999998,0.00022999999999999998,,,,,,,0.737,,,,,,109.0,15.0,15.0,1695.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-109,232.054166671,-16.41083335,11.4,,,,,330.0,30.0,30.0,-0.22,0.08,0.08,1.203,0.09,0.09,1.3459999999999999,0.044000000000000004,0.044000000000000004,F4,2.6,0.9,0.9,6520.0,140.0,140.0,,,,0.07230257918002897,0.012321428550567391,0.012321428550567391
WASP-110 b,Confirmed,0.515,0.064,0.064,0.515,0.064,0.064,1.238,0.055999999999999994,0.055999999999999994,3.7783976999999997,3.1e-06,3.1e-06,0.0457,0.0012,0.0012,0.0,,,88.06,0.35,0.35,,2014.0,2014-10-29,,,,,,,,,,2456502.72413,0.00016,0.00016,,,,,,,0.376,,,,,,71.8,8.2,8.2,1134.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-110,305.87500001,-44.058333341,12.3,,,,,320.0,30.0,30.0,-0.06,0.1,0.1,0.892,0.07200000000000001,0.07200000000000001,0.8809999999999999,0.035,0.035,G9,8.6,3.5,3.5,5400.0,140.0,140.0,,,,0.064797266548523,0.009722016417178072,0.009722016417178072
WASP-111 b,Confirmed,1.85,0.16,0.16,1.83,0.15,0.15,1.442,0.094,0.094,2.310965,3.4e-06,3.4e-06,0.03914,0.00098,0.00098,0.0,,,81.61,0.82,0.82,,2014.0,2014-10-29,,,,,,,,,,2456275.75127,0.0004,0.0004,,,,,,,0.665,,,,,,212.0,14.0,14.0,2140.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-111,328.76666666799997,-22.612500022,10.3,,,,,210.0,20.0,20.0,0.08,0.08,0.08,1.5,0.11,0.11,1.85,0.1,0.1,F5,2.6,0.6,0.6,6400.0,150.0,150.0,,,,0.1472947738466345,0.037217628470822946,0.037217628470822946
WASP-112 b,Confirmed,0.88,0.12,0.12,0.88,0.12,0.12,1.1909999999999998,0.049,0.049,3.0353992,3.8e-06,3.8e-06,0.0382,0.0011,0.0011,0.0,,,88.68,0.28,0.28,,2014.0,2014-10-29,,,,,,,,,,2456505.48734,0.00013000000000000002,0.00013000000000000002,,,,,,,0.475,0.031,0.031,,,,142.0,17.0,17.0,1395.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-112,339.48750001900004,-35.153888895,13.3,,,,,450.0,30.0,30.0,-0.64,0.15,0.15,0.807,0.073,0.073,1.002,0.037000000000000005,0.037000000000000005,G6,10.6,3.0,3.0,5610.0,130.0,130.0,,,,0.12435371909081432,0.02140687118681803,0.02140687118681803
WASP-113 b,Confirmed,0.475,0.054000000000000006,0.054000000000000006,,,,1.409,0.14,0.095,4.542168745380001,4.2000000000000004e-06,4.2000000000000004e-06,0.05885,0.0001,0.0001,0.0,,,86.46,0.64,1.2,,2016.0,2016-07-11,,,,,,,,,,2457197.09746,4e-05,4e-05,,,,,,,0.486,0.14,0.063,,,,48.74,5.2,5.2,1496.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-113,224.870833343,46.960000027,11.8,,,,,360.0,70.0,70.0,0.1,0.09,0.09,1.318,0.069,0.069,1.608,0.12,0.09,G1,,,,5890.0,140.0,140.0,,,,0.04053890567638762,0.008487031083170199,0.012280673879133763
WASP-114 b,Confirmed,1.7690000000000001,0.064,0.064,,,,1.339,0.064,0.064,1.5487743,9.000000000000001e-07,1.2e-06,0.02851,0.00039,0.00039,0.012,0.009000000000000001,0.022000000000000002,83.96,0.9,0.9,,2016.0,2016-07-11,289.0,35.0,150.0,,,,,,,2456667.73582,0.00021,0.00021,,,,,,,0.457,0.054000000000000006,0.054000000000000006,,,,260.6,5.4,5.4,2043.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-114,327.66666668,10.463055575,12.74,,,,,460.0,80.0,80.0,0.14,0.07,0.07,1.2890000000000001,0.053,0.053,1.43,0.06,0.06,G0,,,,5940.0,140.0,140.0,,,,0.17591282076069506,0.027622716658578336,0.027622716658578336
WASP-118 b,Confirmed,0.514,0.02,0.02,,,,1.44,0.036000000000000004,0.036000000000000004,4.0460435,4.4e-06,4.4e-06,0.054529999999999995,0.00047999999999999996,0.00047999999999999996,,,,88.7,0.9,0.9,,2016.0,2016-08-10,,,,,,,,,,2456787.81423,0.00062,0.00062,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-118,19.550000004,2.7027777939999997,11.02,,,,,250.0,35.0,35.0,0.16,0.11,0.11,1.32,0.035,0.035,1.696,0.028999999999999998,0.028999999999999998,F6,,,,6410.0,125.0,125.0,,,,0.04109481535194137,0.003189815463170432,0.003189815463170432
WASP-119 b,Confirmed,1.23,0.08,0.09,1.23,0.08,0.08,1.4,0.2,0.2,2.49979,1e-05,1e-05,0.0363,0.0007,0.0007,0.057999999999999996,0.057999999999999996,0.0,85.0,2.0,2.0,,2016.0,2016-02-05,,,,,,,,,,2456537.547,0.002,0.002,,,,,,,0.5,0.24,0.1,,,,181.0,10.0,10.0,1600.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-119,55.941666682,-65.19388890100001,12.2,,,,,333.0,29.0,29.0,0.14,0.1,0.1,1.02,0.06,0.06,1.2,0.1,0.1,G5,8.0,2.5,2.5,5650.0,100.0,100.0,,,,0.10701197886463082,0.04686262994564567,0.04665445774272417
WASP-12 b,Confirmed,1.47,0.069,0.076,1.46,0.068,0.075,1.9,0.055,0.057,1.0914203000000002,1.4432653e-07,1.4432653e-07,0.0234,0.00056,0.00056,0.0,,,83.37,0.64,0.72,5.4000000000000005e-05,2008.0,2018-08-22,,,,,,,,,,2456176.6682599997,7.8e-05,7.8e-05,,,,,,,0.35100000000000003,0.034,0.03,,,,226.4,4.1,4.1,,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,"CO2, H, TiO, Na, C, O I, He, CO, CH4, VO, H2, HCN, H2O",WASP-12,97.6375,29.6722222,11.69,11.03,10.48,10.23,10.19,432.5,6.1,6.1,0.3,0.1,0.1,1.4340000000000002,0.09,0.11,1.6569999999999998,0.044000000000000004,0.046,G0,1.7,0.8,0.8,6360.0,140.0,130.0,,,,0.051164404361806276,0.006026984411282255,0.005674995401775183
WASP-120 b,Confirmed,5.06,0.27,0.27,5.01,0.26,0.26,1.515,0.083,0.083,3.6112705999999997,3.8e-06,3.8e-06,0.0522,0.0013,0.0013,0.059000000000000004,0.018000000000000002,0.025,82.29,0.48,0.48,,2015.0,2015-09-12,323.0,21.0,39.0,,,,,,,2456779.4352,0.00044,0.00044,,,,,,,0.78,0.021,0.021,,,,511.3,9.2,9.2,1890.0,,,50.0,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-120,62.616666676,-45.898333363,11.0,,,,,,,,-0.05,0.07,0.07,1.45,0.11,0.11,1.93,0.09,0.09,F5,,,,6450.0,120.0,120.0,,,,0.34739535643574737,0.10980828055437722,0.10980828055437722
WASP-121 b,Confirmed,1.1840000000000002,0.064,0.065,1.183,0.064,0.064,1.865,0.044000000000000004,0.044000000000000004,1.2749255,2.5e-07,2.5e-07,0.02544,0.0005,0.0005,0.0,,,87.6,0.6,0.6,,2015.0,2016-04-11,,,,,,,,,,2456635.70832,0.0001,0.0001,,,,107.2,5.0,5.0,,,,,,,181.1,6.4,6.4,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"VO, H2O, TiO",WASP-121,107.600000008,-39.097500013,10.4,,,,,270.0,90.0,90.0,0.13,0.09,0.09,1.3530000000000002,0.079,0.06,1.4580000000000002,0.03,0.03,F6V,,,,6460.0,140.0,140.0,,,,0.043573915277031736,0.004187281330325788,0.0041579315089781575
WASP-122 b,Confirmed,1.401,0.075,0.075,1.3719999999999999,0.07200000000000001,0.07200000000000001,1.7919999999999998,0.069,0.069,1.7100567,3.6000000000000003e-06,3.6000000000000003e-06,0.03107,0.00079,0.00079,0.0,0.0,0.08,78.35,0.31,0.31,,2015.0,2016-02-09,,,,,,,,,,2456665.2240299997,0.00022,0.00022,,,,,,,0.8608,0.0073,0.0073,,,,185.2,2.3,2.3,1960.0,,,50.0,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,KELT-14 b,,WASP-122,108.300000004,-42.409722238,11.0,,,,,,,,0.32,0.09,0.09,1.4,0.1,0.1,1.567,0.051,0.051,G4,,,,5730.0,130.0,130.0,,,,0.05812132548097588,0.008004795064850847,0.008004795064850847
WASP-123 b,Confirmed,0.92,0.05,0.05,0.92,0.05,0.05,1.327,0.07400000000000001,0.07400000000000001,2.977641,2.4e-06,2.4e-06,0.0431,0.0011,0.0011,0.0,0.0,0.12,85.79,0.51,0.51,,2015.0,2015-09-12,,,,,,,,,,2456845.17081,0.00041,0.00041,,,,,,,0.525,0.0053,0.0041,,,,114.5,2.3,2.3,1510.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-123,289.479166685,-32.860000025,11.1,,,,,,,,0.18,0.08,0.08,1.207,0.08900000000000001,0.08900000000000001,1.296,0.061,0.061,G5,,,,5730.0,130.0,130.0,,,,0.09399103878881125,0.01641146513807064,0.01641146513807064
WASP-124 b,Confirmed,0.6,0.07,0.07,0.6,0.07,0.07,1.24,0.03,0.03,3.37265,1e-06,1e-06,0.0499,0.0007,0.0007,0.017,0.017,0.0,86.3,0.2,0.2,,2016.0,2016-02-05,,,,,,,,,,2457028.5834,0.0001,0.0001,,,,,,,0.61,0.02,0.02,,,,77.0,8.0,8.0,1400.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-124,332.712500017,-30.749444471999997,12.7,,,,,433.0,11.0,11.0,-0.02,0.11,0.11,1.07,0.05,0.05,1.02,0.02,0.02,F9,2.1,1.4,1.4,6050.0,100.0,100.0,,,,0.07512726619548783,0.007575552070812916,0.007575552070812916
WASP-126 b,Confirmed,0.28,0.04,0.04,0.28,0.04,0.04,0.96,0.05,0.1,3.2888,1e-05,1e-05,0.0449,0.0008,0.0008,0.18,0.18,0.0,87.9,1.5,1.5,,2016.0,2016-02-05,,,,,,,,,,2456890.3191,0.0006,0.0006,,,,,,,0.3,0.2,0.2,,,,36.0,5.0,5.0,1480.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-126,63.37500001,-69.226944457,10.8,,,,,234.0,15.0,15.0,0.17,0.08,0.08,1.12,0.06,0.06,1.27,0.05,0.1,G2,6.4,1.6,1.6,5800.0,100.0,100.0,,,,0.07555369748557317,0.023803162116174142,0.012185961805565729
WASP-127 b,Confirmed,0.18,0.02,0.02,,,,1.37,0.04,0.04,4.178062000000001,2e-06,2e-06,0.052000000000000005,0.0005,0.0005,,,,88.7,0.6,0.8,,2016.0,2018-09-01,,,,,,,,,,2457248.74131,0.00016,0.00016,,,,,,,0.15,0.11,0.09,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"Na, H2O, Li, K",WASP-127,160.558666671,-3.8350833514,10.15,,,,,,,,,,,1.08,0.03,0.03,1.39,0.03,0.03,G5,11.41,1.8,1.8,5620.0,85.0,85.0,,,,0.016711760164711625,0.0015014775274480125,0.0015014775274480125
WASP-129 b,Confirmed,1.0,0.1,0.1,1.0,0.1,0.1,0.93,0.03,0.03,5.748145,1e-06,1e-06,0.0628,0.0007,0.0007,0.096,0.096,0.0,87.7,0.2,0.2,,2016.0,2016-02-05,,,,,,,,,,2457027.4373,0.0002,0.0002,,,,,,,0.62,0.02,0.02,,,,110.0,10.0,10.0,1100.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-129,176.30000000400003,-42.063888901,12.3,,,,,246.0,7.0,7.0,0.15,0.09,0.09,1.0,0.03,0.03,0.9,0.02,0.02,G1,1.0,0.9,0.9,5900.0,100.0,100.0,,,,0.29679907632785313,0.041302281064485954,0.041302281064485954
WASP-130 b,Confirmed,1.23,0.04,0.04,,,,0.89,0.03,0.03,11.550980000000001,1e-05,1e-05,0.1012,0.0014,0.0014,0.0,,,88.66,0.12,0.12,,2016.0,2016-07-11,,,,,,,,,,2456921.14307,2.5e-05,2.5e-05,,,,,,,0.53,0.03,0.03,,,,108.0,2.0,2.0,833.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-130,203.104166675,-42.475277794,11.1,,,,,180.0,30.0,30.0,0.26,0.1,0.1,1.04,0.04,0.04,0.96,0.03,0.03,G6,2.0,,,5625.0,90.0,90.0,,,,0.4165301878586815,0.04529654538391477,0.04529654538391477
WASP-131 b,Confirmed,0.27,0.02,0.02,,,,1.22,0.05,0.05,5.322023000000001,5e-06,5e-06,0.0607,0.0009,0.0009,0.0,,,85.0,0.3,0.3,,2016.0,2016-07-11,,,,,,,,,,2456919.8236,0.0004,0.0004,,,,,,,0.73,0.02,0.02,,,,30.5,1.7,1.7,1400.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-131,210.191666682,-30.583611123,10.1,,,,,250.0,50.0,50.0,0.18,0.08,0.08,1.06,0.06,0.06,1.53,0.05,0.05,G0,4.5,3.5,3.5,6030.0,90.0,90.0,,,,0.03549732794386844,0.004421790886643356,0.004421790886643356
WASP-133 b,Confirmed,1.16,0.09,0.09,1.16,0.09,0.09,1.21,0.05,0.05,2.1764229999999998,1e-06,1e-06,0.0345,0.0007,0.0007,0.17,0.17,0.0,87.0,1.0,1.0,,2016.0,2016-02-05,,,,,,,,,,2457116.9874,0.0002,0.0002,,,,,,,0.2,0.1,0.1,,,,170.0,10.0,10.0,1790.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-133,314.575000006,-35.796666693,12.9,,,,,457.0,21.0,21.0,0.29,0.12,0.12,1.16,0.08,0.08,1.44,0.05,0.05,G4,6.8,1.8,1.8,5700.0,100.0,100.0,,,,0.1563195402133474,0.02394691008692239,0.02394691008692239
WASP-135 b,Confirmed,1.9,0.08,0.08,1.9,0.08,0.08,1.3,0.09,0.09,1.4013794,8e-07,8e-07,0.0243,0.0005,0.0005,0.0,,,82.0,0.6,0.6,,2015.0,2015-11-19,,,,,,,,,,2455230.9902,0.0009,0.0009,,,,,,,0.8,0.03,0.03,,,,346.0,3.0,3.0,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-135,267.283333336,29.879166694000002,13.3,,,,,300.0,45.0,45.0,0.02,0.13,0.13,0.98,0.06,0.06,0.96,0.05,0.05,G5,4.4,2.5,2.5,5680.0,60.0,60.0,,,,0.206459530182932,0.045951089935645145,0.045951089935645145
